nk,sk,tcg,name,set,sf,ck,mp
commandtower,2016,0.37,Command Tower,Commander 2016,6a759aca-50a4-44ba-8a9d-a764da55bfb7,0.79,0.31
faerieseer,modernhorizons,0.38,Faerie Seer,Modern Horizons,d1fcfeb4-1818-4e08-be4c-27b8a9dc12e6,0.69,0.25
yavimayacoast,2019,0.38,Yavimaya Coast,Commander 2019,2f68a254-e104-42c6-954c-390a8b8f9558,0.79,0.36
exoticorchard,warhammer40000,0.38,Exotic Orchard,"Universes Beyond: Warhammer 40,000",ec9c7011-694b-4705-b85c-bf4edf26e437,0.79,0.22
dispel,battleforzendikar,0.38,Dispel,Battle for Zendikar,bceab6b3-6b64-4964-a501-ce806a6c13ad,0.39,0.2
visionquest,marvelsuperheroes,0.38,Vision Quest,Marvel Super Heroes,c01afea6-645d-4d4f-bdaa-90794a628bcd,0.49,0.15
commandtower,fallout,0.38,Command Tower,Universes Beyond: Fallout,952cb8cb-633c-468f-8ef5-54ff91ddfb22,0.69,0.26
rishkarpeemarenegade,jumpstart,0.38,"Rishkar, Peema Renegade",Jumpstart,b3a35e69-145f-4cb0-b7f1-0eac8638afbe,0.59,0.28
vileentomber,modernhorizons2,0.38,Vile Entomber,Modern Horizons 2,d890ae71-da2b-44fa-8cfa-9c3016c9f696,0.79,0.15
pitofofferings,lostcavernsofixalan,0.38,Pit of Offerings,The Lost Caverns of Ixalan,bc7d3957-b483-4a1f-a244-293c90032f5e,0.59,0.26
talismanofcuriosity,doctorwho,0.38,Talisman of Curiosity,Universes Beyond: Doctor Who,06f45b45-86ca-48cb-adb1-1d01c197ece4,0.99,0.29
swamp,coreset2020,0.39,Swamp,Core Set 2020,4f3a387a-4bc1-4338-9d1e-0fbcb6f03b82,0.49,0.15
lenaselflesschampion,jumpstart,0.39,"Lena, Selfless Champion",Jumpstart,da1fb1a6-7f64-45a6-9fc0-a325b7600afa,1.29,0.44
pithingneedle,innistradmidnighthunt,0.39,Pithing Needle,Innistrad: Midnight Hunt,556ec6ab-a19f-4caa-8bfa-145555402caf,0.99,0.34
commandtower,2021,0.39,Command Tower,Commander 2021,b53a112c-671c-4312-af56-53fdb735829b,0.69,0.31
exoticorchard,fallout,0.39,Exotic Orchard,Universes Beyond: Fallout,75f07a84-2788-4f5b-bd76-701bab10f01b,0.59,0.2
sevinnesreclamation,modernhorizons3,0.39,Sevinne's Reclamation,Modern Horizons 3,0f055754-58cf-474a-a3a9-59490dbf9dce,0.99,0.15
plains,battlebond,0.39,Plains,Battlebond,b9dbdef6-e141-45bc-9209-5c17a8ad135b,0.49,0.19
finalparting,masters,0.39,Final Parting,Commander Masters,94f24b7c-4952-4abc-aaba-22a529012468,0.59,0.31
pithingneedle,returntoravnica,0.39,Pithing Needle,Return to Ravnica,786c1e91-9d75-46a3-9e0d-56d29fcb01a7,0.79,0.3
havenwoodbattleground,2014,0.39,Havenwood Battleground,Commander 2014,2db76816-d634-4629-9bf1-5dbca71d1615,0.99,0.36
battlefieldforge,magicorigins,0.39,Battlefield Forge,Magic Origins,034c5944-aad3-4bf2-b79d-8da61ab1bd52,0.99,0.36
plains,marchofmachine,0.4,Plains,Commander: March of the Machine,8a790328-70b3-477d-bf02-8718870367ae,0.49,0.15
mountain,unsanctioned,0.4,Mountain,Unsanctioned,ee851c64-4bf9-4dde-b73e-41366828a1dc,0.49,0.31
plains,ravnicaallegiance,0.4,Plains,Ravnica Allegiance,9433619d-5bd1-41e9-ab7a-364c98347b1d,0.49,0.43
commandtower,2015,0.4,Command Tower,Commander 2015,d1ef9e19-a948-4d34-99df-623ac03d339b,0.79,0.35
commandtower,legendsbattleforbaldursgate,0.4,Command Tower,Commander Legends: Battle for Baldur's Gate,7eafe88e-ab38-442c-b147-bb01cc81178d,0.69,0.26
commandtower,masters,0.4,Command Tower,Commander Masters,14019383-0327-404b-ab4d-c65c3fa8c50d,0.69,0.26
dreambeavers,teenagemutantninjaturtles,0.4,Dream Beavers,Teenage Mutant Ninja Turtles,600e3bc1-9777-4057-a11e-4f61582636c6,0.35,0.15
exoticorchard,planechaseanthology,0.4,Exotic Orchard,Planechase Anthology,49bd2caf-a2f6-4475-978a-e768fd1ebe8a,1.29,0.41
displacementwave,magicorigins,0.4,Displacement Wave,Magic Origins,ad6fef1f-6cc9-4e24-a1be-fc313774f28d,0.79,0.39
aqueousform,legends,0.4,Aqueous Form,Commander Legends,c859f7cb-ac12-490e-b769-6f019791f2a5,0.99,0.37
rishkarpeemarenegade,doublemasters2022,0.41,"Rishkar, Peema Renegade",Double Masters 2022,d320f16c-798a-4dbe-875e-6abe7a9b9e6b,0.59,0.31
yavimayacoast,2020,0.41,Yavimaya Coast,Commander 2020,35cd7440-247c-4878-9a0d-9b9bc1feb847,0.79,0.33
buriedruin,2016,0.41,Buried Ruin,Commander 2016,9405ceb1-112b-4cef-8c3f-2a22c7eb6692,1.49,0.52
sevinnesreclamation,masters,0.41,Sevinne's Reclamation,Commander Masters,51647010-99f0-4b02-8c91-fdd826db130d,0.99,0.16
fatalpush,assassinscreed,0.41,Fatal Push,Universes Beyond: Assassin's Creed,e6949e85-2db2-43a7-93bd-485c7b196298,0.99,0.15
swamp,unsanctioned,0.41,Swamp,Unsanctioned,e269461e-638f-433b-979b-820f87fb431a,0.49,0.32
survivorsencampment,hourofdevastation,0.42,Survivors' Encampment,Hour of Devastation,c7b0404e-0f42-456b-91ce-f960195c4951,1.29,0.36
cripplingfear,starterdecks,0.42,Crippling Fear,Starter Commander Decks,d74c3f9b-5df9-4d74-8c27-a2a9966bfe8c,1.29,0.41
cutdown,dominariaunited,0.42,Cut Down,Dominaria United,753db072-5d6a-4f37-8f7d-255572ecd3bd,0.79,0.19
abigaleeloquentfirstyear,lorwyneclipsed,0.42,"Abigale, Eloquent First-Year",Lorwyn Eclipsed,bf708169-a307-494b-b8d8-baae53b2e2f2,0.49,0.15
signalpest,mirrodinbesieged,0.42,Signal Pest,Mirrodin Besieged,be065962-f2ed-4ab9-be6b-bfc66d63ff4e,0.99,0.43
mountain,ravnicaallegiance,0.42,Mountain,Ravnica Allegiance,54a773e3-93f0-4bf8-ab6a-8cee939d743a,0.49,0.39
island,guildsofravnica,0.42,Island,Guilds of Ravnica,29bfbf3e-3a6c-40d4-8e1b-255f429de6cc,0.49,0.15
battlefieldforge,2021,0.42,Battlefield Forge,Commander 2021,24bf3126-d962-40da-a2bb-84faf7cae05a,0.79,0.26
returnthefavor,secretsofstrixhavenmysticalarchive,0.43,Return the Favor,Secrets of Strixhaven: Mystical Archive,e968efff-635b-4780-9bbe-099e75a1841b,0.39,0.15
havenwoodbattleground,anthology,0.43,Havenwood Battleground,Commander Anthology,6aded00a-0bf3-416e-8eac-15c04554705d,0.79,0.41
plains,rivalsofixalan,0.43,Plains,Rivals of Ixalan,92342f45-ccfe-4d94-82ba-2fd55128326f,0.49,0.26
louisoixssacrifice,finalfantasy,0.43,Louisoix's Sacrifice,FINAL FANTASY,4a6976f2-0bd5-449a-8fcf-f5a732ce22c1,0.49,0.15
shivanreef,dominariaunited,0.43,Shivan Reef,Dominaria United,a338107b-0960-4496-a9a5-f7b672e7c043,0.79,0.28
talismanofprogress,doctorwho,0.43,Talisman of Progress,Universes Beyond: Doctor Who,c1f67117-3d40-466d-9ea8-f75e1ad10b45,0.79,0.34
swamp,battlebond,0.43,Swamp,Battlebond,296d546a-7481-4cb9-9170-59402592507b,0.49,0.36
yavimayacoast,magicorigins,0.44,Yavimaya Coast,Magic Origins,7ae3d45b-a40c-4003-960a-2d1d0847e750,0.79,0.38
laviniaazoriusrenegade,ravnicaallegiance,0.44,"Lavinia, Azorius Renegade",Ravnica Allegiance,c497d496-1232-4614-93b0-9864fa93c29f,0.99,0.39
talismanofprogress,fallout,0.44,Talisman of Progress,Universes Beyond: Fallout,3290b095-7f4f-452d-b54d-b4290d182c8d,0.79,0.36
returnthefavor,outlawsofthunderjunction,0.44,Return the Favor,Outlaws of Thunder Junction,a9cc02d1-799d-42aa-9bc2-4c05452b63b4,0.69,0.26
moltendisaster,2013,0.44,Molten Disaster,Commander 2013,17ca6865-e894-4390-ba27-b7cc8b03a424,0.99,0.45
tammindfulfirstyear,lorwyneclipsed,0.44,"Tam, Mindful First-Year",Lorwyn Eclipsed,6cb0f825-b75b-4f2a-803c-08142ca07e76,0.59,0.15
island,coreset2020,0.44,Island,Core Set 2020,fe7f4393-38f9-43b5-873b-58246183b874,0.49,0.15
island,rivalsofixalan,0.44,Island,Rivals of Ixalan,b22fb908-e616-48ce-a388-46eabe26221a,0.49,0.45
ornithopterofparadise,foundationsjumpstart,0.44,Ornithopter of Paradise,Foundations Jumpstart,35e7c881-23a9-4703-b29f-a9e7a600e9e4,1.29,0.3
island,unsanctioned,0.45,Island,Unsanctioned,c5258f33-02c6-4b45-b4de-4429b4508924,0.59,0.39
goblinrabblemaster,foundationsjumpstart,0.45,Goblin Rabblemaster,Foundations Jumpstart,9962cf82-a8ed-4984-adeb-b08b7c54751b,1.49,0.36
island,ravnicaallegiance,0.45,Island,Ravnica Allegiance,197f5bd0-5ab3-4bf4-b20e-1389c0e9527a,0.49,0.47
dramaticreversal,avatarlastairbendereternallegal,0.45,Dramatic Reversal,Avatar: The Last Airbender: Eternal-Legal,2ad14406-4504-4951-83f0-82c298964d6c,0.99,0.25
rishkarpeemarenegade,aetherrevolt,0.45,"Rishkar, Peema Renegade",Aether Revolt,7cff0dc6-5455-4dea-940b-dff7fe88dc5d,0.79,0.27
arcanesignet,starterdecks,0.46,Arcane Signet,Starter Commander Decks,02cb9420-fbfb-4123-a830-a992ff470db6,0.99,0.47
buriedruin,jumpstart,0.46,Buried Ruin,Jumpstart,011bc5b7-c4d5-4c4c-af0d-aa0853d63f3a,1.29,0.4
chromaticstar,timespiral,0.46,Chromatic Star,Time Spiral,1d7a1357-debd-49b0-9fd5-560d5b3f589e,0.49,0.46
mountain,guildsofravnica,0.46,Mountain,Guilds of Ravnica,7f918a49-a046-4115-80b8-13490ed5cd0a,0.49,0.41
thaliaguardianofthraben,innistradcrimsonvow,0.47,"Thalia, Guardian of Thraben",Innistrad: Crimson Vow,c9f8b8fb-1cd8-450e-a1fe-892e7a323479,0.49,0.36
chaoswarp,2018,0.47,Chaos Warp,Commander 2018,80cb5b8e-e410-42e0-813e-c54903130cf5,0.79,0.41
forest,guildsofravnica,0.47,Forest,Guilds of Ravnica,d85892ae-dacd-4a55-a557-9db3c16017c7,0.49,0.39
plains,coreset2020,0.47,Plains,Core Set 2020,73fb4a34-c11e-45e9-a986-43c0a0ae5424,0.49,0.15
chaoswarp,fallout,0.47,Chaos Warp,Universes Beyond: Fallout,9a4d0e40-d771-458e-b705-1d2bef8c200e,0.79,0.42
shivanreef,dueldeckselvesvsinventors,0.47,Shivan Reef,Duel Decks: Elves vs. Inventors,ae4c9315-41f9-4264-ae6b-c0d9ed6287ca,0.79,0.5
plains,unsanctioned,0.47,Plains,Unsanctioned,116a7806-1513-44b9-ae95-cbedb7e96b89,0.49,0.33
island,battlebond,0.47,Island,Battlebond,d660512c-8ebc-4d65-9590-700894cbb5d8,0.49,0.15
avacynspilgrim,starterdecks,0.48,Avacyn's Pilgrim,Starter Commander Decks,418bf817-433a-4d9a-bea7-827014184269,1.99,0.52
chaoswarp,2020,0.48,Chaos Warp,Commander 2020,c144b325-53a3-4590-beb1-2a39cbced47e,0.79,0.46
talismanofcuriosity,modernhorizons,0.48,Talisman of Curiosity,Modern Horizons,fd52688a-39fd-430f-b950-cb56e0004396,0.99,0.26
auratouchedmage,planechaseanthology,0.49,Auratouched Mage,Planechase Anthology,58b6a101-a6b0-4277-932d-a89eb2741f7c,0.59,0.4
moltendisaster,modernmasters,0.49,Molten Disaster,Modern Masters,9ed531da-4e57-4694-bd6c-8669dcc3d119,0.99,0.5
swamp,guildsofravnica,0.49,Swamp,Guilds of Ravnica,bdd5a7f0-5ad3-44e8-a103-07739fd53630,0.49,0.5
ornithopterofparadise,modernhorizons2,0.49,Ornithopter of Paradise,Modern Horizons 2,025b0f0f-daf6-4071-82e7-39c015447ce4,0.99,0.47
talismanofcuriosity,fallout,0.49,Talisman of Curiosity,Universes Beyond: Fallout,9544d0d1-f9bb-43a5-9c39-db187a6efe3b,0.79,0.31
batteredgolem,fifthdawn,0.49,Battered Golem,Fifth Dawn,f69add35-c529-4b30-8e64-f09b8308432f,0.69,0.46
colossalskyturtle,kamigawaneondynasty,0.49,Colossal Skyturtle,Kamigawa: Neon Dynasty,f40bd797-4d12-4098-a1a8-d7e5b7b82ac9,0.69,0.41
mindstone,dueldecksjacevschandra,0.5,Mind Stone,Duel Decks: Jace vs. Chandra,fa6dac02-c557-4a3b-864a-1189325baf5c,0.99,0.73
llanowarelves,anthologies,0.5,Llanowar Elves,Anthologies,3055e3a9-240e-42f6-8596-7b5b8c6d21c2,0.69,0.5
yavimayacoast,2021,0.5,Yavimaya Coast,Commander 2021,a661606e-675a-4fd9-963b-cd7bd3f96438,0.79,0.25
wallofroots,mirage,0.5,Wall of Roots,Mirage,aeb151d2-c313-44d2-972e-33487f070c23,0.99,0.45
peregrinedrake,eternalmasters,0.5,Peregrine Drake,Eternal Masters,2d0e3b84-31ea-4ff2-8028-1e983fad22d4,0.79,0.47
shivanreef,magicorigins,0.5,Shivan Reef,Magic Origins,f1d33afd-6f2a-43c8-ae5d-17a0674fcdd3,0.99,0.37
bloodpet,7thedition,0.51,Blood Pet,7th Edition,9ff08225-82a5-4636-be6a-d38d32f5663f,1.79,1.01
desertedtemple,modernhorizons3,0.51,Deserted Temple,Modern Horizons 3,fd51f8f0-779b-40bb-b65c-5907f816676e,1.29,0.25
angrathsmarauders,ixalan,0.51,Angrath's Marauders,Ixalan,f0bfc9e0-14e8-43ce-8fca-773b7f2387dc,0.99,0.37
chaoswarp,doctorwho,0.51,Chaos Warp,Universes Beyond: Doctor Who,fff37491-f496-4810-80a4-d13470434994,0.79,0.35
realityscramble,2018,0.52,Reality Scramble,Commander 2018,34337c23-5dad-4ea3-84e9-aae7e34b2b17,0.79,0.47
forest,ravnicaallegiance,0.52,Forest,Ravnica Allegiance,48764854-d268-462d-a016-27329c8f062d,0.49,0.39
dispel,worldwake,0.52,Dispel,Worldwake,f178d0cc-5dd1-41ab-a2e8-218ece6f2a86,0.69,0.46
sireofinsanity,dragonsmaze,0.52,Sire of Insanity,Dragon's Maze,3665cfb7-51b6-4083-8eae-fbd3fa6c3554,0.79,0.4
laviniaazoriusrenegade,ravnicaremastered,0.52,"Lavinia, Azorius Renegade",Ravnica Remastered,197bf3f4-c0df-4082-97a1-902ceabbdd3f,0.79,0.52
moltendisaster,futuresight,0.52,Molten Disaster,Future Sight,31e0713c-dbf4-4403-ae69-58fd483e2481,0.99,0.54
patrolsignaler,eventide,0.53,Patrol Signaler,Eventide,b3fd4ccb-e632-4fa0-8e36-6103806f020c,0.79,0.5
chaoswarp,legendsbattleforbaldursgate,0.53,Chaos Warp,Commander Legends: Battle for Baldur's Gate,8d8ee7b0-ea23-4657-a171-ac8a1308cc4d,0.69,0.53
chaoswarp,2017,0.53,Chaos Warp,Commander 2017,24082362-4ff0-4fa2-8604-f98074517cd4,0.99,0.47
recklessfireweaver,kaladesh,0.53,Reckless Fireweaver,Kaladesh,63ffac51-62c4-4170-85b3-a43d7cfae7d7,0.99,0.41
suddenshock,timespiral,0.53,Sudden Shock,Time Spiral,7d2691ee-8eec-437d-9bc1-113264525fb8,0.35,0.36
plains,guildsofravnica,0.54,Plains,Guilds of Ravnica,b983acda-68b6-468b-b0c1-aad8b53db49c,0.49,0.44
sirenstormtamer,legends,0.54,Siren Stormtamer,Commander Legends,d0e5f191-0b20-4bc4-b41e-36c53a182f85,1.29,0.28
plains,globalseriesjiangyanggumuyanling,0.54,Plains,Global Series Jiang Yanggu & Mu Yanling,101b36a6-9cfe-450b-9c61-7f3e8f8109d1,0.49,0.41
llanowarelves,anthology,0.55,Llanowar Elves,Commander Anthology,e1ab47f6-c346-47b6-ae3b-733eba9031e1,0.79,1.01
infernalplunge,innistrad,0.55,Infernal Plunge,Innistrad,b3f50e17-c29c-4d2c-b3e7-45d1216b81ea,0.69,0.4
arcanesignet,legends,0.56,Arcane Signet,Commander Legends,ee40458c-7f3a-4fa6-976f-be1f7a336fdc,0.79,0.45
buriedruin,2014,0.56,Buried Ruin,Commander 2014,fb89f53a-b74a-4b04-b100-81dbb73ebeba,1.49,0.63
wallofroots,timeshifted,0.56,Wall of Roots,Timeshifted,da80cb2d-2385-4a1a-9c93-c623102e9c50,1.49,1.03
arcanesignet,2021,0.56,Arcane Signet,Commander 2021,01b186af-8825-4257-80fd-9c1ecdb21414,0.79,0.44
forest,coreset2020,0.56,Forest,Core Set 2020,00feb2af-b363-4377-98b1-6a07df7f1acd,0.49,0.15
universalautomaton,modernhorizons,0.57,Universal Automaton,Modern Horizons,53c682e2-c90f-4f4b-9010-00b099e85518,0.99,0.5
llanowarelves,dueldecksanthology,0.57,Llanowar Elves,Duel Decks: Anthology,cf5dc35e-4fc2-4163-973c-c97d56cb8f1a,0.69,0.52
elvishmystic,2014,0.57,Elvish Mystic,Commander 2014,de2d965f-1fcc-4270-aa1e-ad296d40f72c,0.99,0.59
arcanesignet,throneofeldraine,0.57,Arcane Signet,Throne of Eldraine,84128e98-87d6-4c2f-909b-9435a7833e63,0.99,0.46
springleafdrum,doublemasters,0.58,Springleaf Drum,Double Masters,f3b3869b-6da1-4b01-a2e7-2018d478b6e5,0.99,0.47
mountain,ikorialairofbehemoths,0.58,Mountain,Ikoria: Lair of Behemoths,e609028b-43b8-4aea-9f9a-25aa127482db,0.49,0.15
leylineofthevoid,duskmournhouseofhorror,0.58,Leyline of the Void,Duskmourn: House of Horror,aeaa3aff-608d-4723-bb7c-8daedebe9f36,0.79,0.16
sevinnesreclamation,dominariaremastered,0.58,Sevinne's Reclamation,Dominaria Remastered,3b272b9a-9348-4eaa-8978-2fe549182c84,0.99,0.51
chaoswarp,2016,0.58,Chaos Warp,Commander 2016,2b3e8885-badd-4222-9b46-5a95678cfa45,0.99,0.52
preordain,2015,0.58,Preordain,Commander 2015,78d22ece-0cb1-4faf-a871-995449c1a41f,1.79,0.75
llanowarelves,eternalmasters,0.58,Llanowar Elves,Eternal Masters,1f8a1386-77ca-46ae-8987-aaed435556ea,0.69,0.28
pithingneedle,doublemasters2022,0.58,Pithing Needle,Double Masters 2022,776899f8-e977-42b7-8b54-6f726a349e3c,0.99,0.5
lukkacoppercoatoutcast,ikorialairofbehemoths,0.58,"Lukka, Coppercoat Outcast",Ikoria: Lair of Behemoths,5798fdf0-d178-43d9-b821-8f3f654654b4,0.99,0.48
arcanesignet,2020,0.59,Arcane Signet,Commander 2020,1486170d-4ad3-4318-bf72-f948617d567f,0.99,0.46
mothdustchangeling,morningtide,0.59,Mothdust Changeling,Morningtide,95da9bc9-6ac5-432d-ac12-04088cc6c74d,1.49,0.48
commandtower,throneofeldraine,0.59,Command Tower,Throne of Eldraine,ec1f1041-f667-4b73-b1f2-e5bcae84095e,0.59,0.29
gudullurker,dragonsoftarkir,0.59,Gudul Lurker,Dragons of Tarkir,c84d5344-2d15-43da-b536-27e0d308606b,1.29,0.47
waterloggedgrove,doctorwho,0.6,Waterlogged Grove,Universes Beyond: Doctor Who,46931098-ae3c-409a-8789-7071205e11ee,1.79,0.65
talismanofhierarchy,modernhorizons,0.6,Talisman of Hierarchy,Modern Horizons,826f99c7-f534-4183-8f0d-efe1609808ac,1.29,0.41
chaoswarp,2019,0.6,Chaos Warp,Commander 2019,725fc7bf-fa82-497a-9256-ad55323d9a5f,0.79,0.46
sevinnesreclamation,2019,0.6,Sevinne's Reclamation,Commander 2019,7e68f4df-88ce-4e09-a03c-7edf40bff167,0.99,0.4
trophymage,aetherrevolt,0.61,Trophy Mage,Aether Revolt,19754fe4-2f61-42a3-afa2-3a6a8257b81b,1.79,0.56
arcanesignet,masters,0.62,Arcane Signet,Commander Masters,0539b83c-4459-41b5-a001-d15a1c9ddf23,0.99,0.52
ghostquarter,2014,0.62,Ghost Quarter,Commander 2014,ccc1c460-64c5-47be-a633-439863baa6a1,1.49,0.52
aridarchway,outlawsofthunderjunction,0.62,Arid Archway,Outlaws of Thunder Junction,3f8c8fa2-12ab-4f6a-9f7a-2bc69e9ba024,1.29,0.61
commandtower,2020,0.62,Command Tower,Commander 2020,37691c08-7763-42bd-b882-3cb0624a2098,0.69,0.23
eidolonofrhetoric,journeyintonyx,0.62,Eidolon of Rhetoric,Journey Into Nyx,c3bc8b9e-4d22-41ba-b593-d383fd301ef9,1.29,0.6
shadowofmortality,streetsofnewcapenna,0.62,Shadow of Mortality,Streets of New Capenna,40cbb0db-94e9-4988-b900-ced4f9e6d4ed,1.29,0.3
fatalpush,doublemasters,0.63,Fatal Push,Double Masters,6e9d8fe4-fd9b-4923-92bf-7dd6b8fa02e7,0.99,0.55
snapback,timespiral,0.63,Snapback,Time Spiral,de9135ba-9b6a-4443-a1c4-882f9bfae626,1.29,0.55
dramaticreversal,kaladesh,0.63,Dramatic Reversal,Kaladesh,dcb59045-2743-48ae-8063-727e551b1c41,0.99,0.42
echoingdeeps,lostcavernsofixalan,0.64,Echoing Deeps,The Lost Caverns of Ixalan,244c06b3-532d-426e-8bee-ee9461d092a6,0.99,0.3
preordain,doctorwho,0.64,Preordain,Universes Beyond: Doctor Who,a3757f89-56fe-4234-bb8e-a2f3ae645a06,1.49,0.47
forest,ikorialairofbehemoths,0.65,Forest,Ikoria: Lair of Behemoths,9c348494-f60c-4bd1-9077-bff24f2e634b,0.49,0.15
skullsnatcher,betrayersofkamigawa,0.66,Skullsnatcher,Betrayers of Kamigawa,6cb76fa1-a930-468d-bfd4-dd06c2a9fe9e,0.59,0.18
magdathehoardmaster,outlawsofthunderjunction,0.66,"Magda, the Hoardmaster",Outlaws of Thunder Junction,4443d112-209b-49ec-bc40-3a11dcdb092e,1.79,0.15
mountain,globalseriesjiangyanggumuyanling,0.67,Mountain,Global Series Jiang Yanggu & Mu Yanling,e1a4064e-3fe3-49ab-9dd5-85872fc8477d,0.49,0.69
forest,unsanctioned,0.67,Forest,Unsanctioned,743f283c-8aae-44ab-b245-c239feb23c16,0.59,0.64
goblinrabblemaster,dueldecksmerfolkvsgoblins,0.68,Goblin Rabblemaster,Duel Decks: Merfolk vs. Goblins,bce84a87-093a-42de-9696-8c3250e0f33b,1.29,0.48
plains,kaldheim,0.68,Plains,Kaldheim,5cbfbafa-f58f-40b2-a374-68ac35b77d89,0.49,0.39
buriedruin,fallout,0.68,Buried Ruin,Universes Beyond: Fallout,8b3ebfce-47cd-4ebe-bfeb-2cb22a1bd9ec,0.99,0.37
talismanofhierarchy,fallout,0.68,Talisman of Hierarchy,Universes Beyond: Fallout,9b55b6cb-820c-4782-9f63-e04fe46e02d2,1.49,0.67
curiosity,innistrad,0.68,Curiosity,Innistrad,b212c36a-6d1f-4217-b384-1c2b0e07b68a,1.79,0.7
mountain,zendikarrising,0.68,Mountain,Zendikar Rising,c89b3c3a-3dba-47b3-9620-d4dd754a59e6,0.49,0.18
miragemirror,masters,0.68,Mirage Mirror,Commander Masters,cb1252c2-b951-4125-93a2-9282b607b6a4,0.69,0.47
mindstone,10thedition,0.68,Mind Stone,10th Edition,52284689-f2e0-442d-80d0-9e766759e2bc,1.49,0.83
forest,battlebond,0.68,Forest,Battlebond,55b9e2db-d37e-4a87-ae5a-88a8e45d7419,0.49,0.65
weftstalkerardent,edgeofeternities,0.69,Weftstalker Ardent,Edge of Eternities,cddb48cc-8eb1-47ce-90f0-7aad1e93e2c4,2.29,0.52
avenmindcensor,timespiralremastered,0.7,Aven Mindcensor,Time Spiral: Remastered,76cf42b4-f767-48b7-b38c-b98306909f06,0.79,0.65
chaoswarp,doublemasters2022,0.7,Chaos Warp,Double Masters 2022,0c20d8d5-a54a-4d81-9211-e82a10abdde2,0.79,0.52
chaoswarp,2014,0.7,Chaos Warp,Commander 2014,cedb38bb-7f4c-4a1f-ae46-fa8d20df5efa,1.29,0.68
seatofthesynod,foundationsjumpstart,0.7,Seat of the Synod,Foundations Jumpstart,f0cff35c-de07-4465-b3da-efe4a78eb6d0,1.79,0.6
talismanofprogress,starterdecks,0.7,Talisman of Progress,Starter Commander Decks,61e49bfe-e1af-4919-8134-b87995ca9073,0.79,0.38
mountain,battlebond,0.7,Mountain,Battlebond,97a9360e-a02b-4dde-b14c-620ed0c54804,0.49,0.52
leylineofthevoid,coreset2020,0.7,Leyline of the Void,Core Set 2020,04d5d429-e0c6-42cc-a477-da7dabb1c295,0.99,0.3
forest,globalseriesjiangyanggumuyanling,0.71,Forest,Global Series Jiang Yanggu & Mu Yanling,3ee0a9b2-5570-44f0-bc66-6ed7677ce2e2,0.59,0.73
peregrinedrake,battlebond,0.71,Peregrine Drake,Battlebond,fbe5d85f-bfd3-49e1-a943-ed1ade6bb2a2,0.99,0.45
forest,zendikarrising,0.71,Forest,Zendikar Rising,d949485e-5188-49f4-9d30-5e135532d445,0.49,0.15
ornithopter,10thedition,0.72,Ornithopter,10th Edition,8d784214-dc69-42d4-b897-995ca5751e13,1.79,0.71
forest,kaldheim,0.72,Forest,Kaldheim,771e307c-b2e3-47ac-aac2-59f0c3542fa6,0.49,0.56
avacynspilgrim,modernmasters2017,0.73,Avacyn's Pilgrim,Modern Masters 2017,e9600bdc-6a1b-4f7a-aa7d-538fb89df937,1.99,0.59
swamp,rivalsofixalan,0.73,Swamp,Rivals of Ixalan,674de0e1-be2d-4fda-8519-8775802a7b36,0.49,0.26
neoform,warofspark,0.74,Neoform,War of the Spark,92d8f67e-4f2f-4a1f-b190-7c3f39e477e4,0.99,0.48
llanowarwastes,magicorigins,0.74,Llanowar Wastes,Magic Origins,924d4025-a6f7-4ab0-8f0d-f4ba9ed0a232,1.49,0.66
godpharaohsstatue,warofspark,0.75,God-Pharaoh's Statue,War of the Spark,7dce06ba-c1e1-45ec-82a7-fc10b0fa8870,1.49,0.35
peregrinedrake,planechaseanthology,0.75,Peregrine Drake,Planechase Anthology,5d551c44-216b-42e9-acdd-7ca86f6ef254,0.99,1.03
ornithopter,9thedition,0.75,Ornithopter,9th Edition,919bc14b-603d-42fa-91fe-58c4d4b3b27f,1.79,0.67
trophymage,dueldeckselvesvsinventors,0.75,Trophy Mage,Duel Decks: Elves vs. Inventors,5252794a-5cbe-45e3-b5c1-b27c667e9c17,1.79,0.61
dampingsphere,dominariaremastered,0.75,Damping Sphere,Dominaria Remastered,550860b4-887d-423a-8add-816c2a8da615,1.29,0.64
faerieseer,jumpstart2022,0.75,Faerie Seer,Jumpstart 2022,d05949b2-abb4-4431-b047-f4381a2a920e,0.59,0.39
elvishmystic,anthology,0.76,Elvish Mystic,Commander Anthology,e23da36a-66b6-4bf6-ae76-2240e9f916b6,1.29,0.82
thaliaguardianofthraben,masters25,0.77,"Thalia, Guardian of Thraben",Masters 25,97ff44c9-6ff5-432d-9876-488c96833c39,0.69,0.46
preordain,legends,0.77,Preordain,Commander Legends,1453f92e-df2d-4789-aa1b-a5b5c51567d4,1.29,0.45
krriksonofyawgmoth,modernhorizons3,0.78,"K'rrik, Son of Yawgmoth",Modern Horizons 3,4f087b1c-97e0-4379-a94d-beac53685314,1.49,0.32
curiosity,masters25,0.78,Curiosity,Masters 25,fdd040ac-7e96-4082-a2d9-13d7dd26829e,1.79,0.8
sevinnesreclamation,legendsbattleforbaldursgate,0.78,Sevinne's Reclamation,Commander Legends: Battle for Baldur's Gate,458db878-07ba-42cc-9bee-910957685596,1.29,0.56
stitcherssupplier,coreset2019,0.78,Stitcher's Supplier,Core Set 2019,2b737126-50b5-4678-91bf-197b64086fe4,0.99,0.19
