,tcgplayer,cardkingdom,manapool,name,set,nk
59945,0.25,0.35,0.15,Negate,Magic 2013 (M13),negate
59835,7.03,10.99,5.94,Omniscience,Magic 2013 (M13),omniscience
59535,0.28,0.49,0.23,Auratouched Mage,Planechase 2012,auratouchedmage
59546,0.5,0.35,0.31,Cancel,Planechase 2012,cancel
59635,1.09,1.29,0.91,Exotic Orchard,Planechase 2012,exoticorchard
59550,4.18,1.79,2.41,Mistblade Shinobi,Planechase 2012,mistbladeshinobi
59552,0.83,0.99,0.61,Peregrine Drake,Planechase 2012,peregrinedrake
59565,0.91,0.99,0.66,Skullsnatcher,Planechase 2012,skullsnatcher
59566,3.62,2.99,4.67,Throat Slitter,Planechase 2012,throatslitter
58842,52.19,64.99,44.58,Cavern of Souls,Avacyn Restored,cavernofsouls
58177,4.71,7.49,3.64,Temporal Mastery,Avacyn Restored,temporalmastery
58267,0.98,1.49,0.8200000000000001,Tandem Lookout,Avacyn Restored,tandemlookout
58178,0.22,0.35,0.15,Wingcrafter,Avacyn Restored,wingcrafter
58096,2.32,3.99,1.57,Path to Exile,Duel Decks: Venser vs. Koth,pathtoexile
58100,0.83,2.29,0.51,Preordain,Duel Decks: Venser vs. Koth,preordain
57600,2.25,2.79,1.06,Gravecrawler,Dark Ascension,gravecrawler
57673,2.89,4.49,1.96,Grafdigger's Cage,Dark Ascension,grafdiggerscage
57666,26.4,37.99,21.06,"Mikaeus, the Unhallowed",Dark Ascension,mikaeustheunhallowed
57606,0.28,0.35,0.15,Strangleroot Geist,Dark Ascension,stranglerootgeist
57621,0.97,0.79,0.31,"Thalia, Guardian of Thraben",Dark Ascension,thaliaguardianofthraben
57244,,,,Animate Dead,Premium Deck Series: Graveborn,animatedead
57853,0.17,0.35,0.15,Young Wolf,Dark Ascension,youngwolf
57246,,,,Buried Alive,Premium Deck Series: Graveborn,buriedalive
57366,,,,Crystal Vein,Premium Deck Series: Graveborn,crystalvein
57382,,,,Duress,Premium Deck Series: Graveborn,duress
57248,,,,Entomb,Premium Deck Series: Graveborn,entomb
57376,,,,Reanimate,Premium Deck Series: Graveborn,reanimate
55902,1.52,3.49,1.0,Blasphemous Act,Innistrad,blasphemousact
55906,0.41,1.49,0.34,Avacyn's Pilgrim,Innistrad,avacynspilgrim
56245,0.69,1.79,0.52,Curiosity,Innistrad,curiosity
55910,4.84,7.99,4.11,Gavony Township,Innistrad,gavonytownship
52174,0.86,1.49,0.4,Ghost Quarter,Innistrad,ghostquarter
55979,1.47,2.79,1.22,Heartless Summoning,Innistrad,heartlesssummoning
56297,0.54,0.69,0.4,Infernal Plunge,Innistrad,infernalplunge
52206,15.59,19.99,14.16,Snapcaster Mage,Innistrad,snapcastermage
52103,0.44,0.39,0.25,Lightning Helix,Duel Decks: Ajani vs. Nicol Bolas,lightninghelix
48152,,,,"Sun Quan, Lord of Wu",From the Vault: Legends,sunquanlordofwu
47677,1.25,2.49,0.64,Adaptive Automaton,Magic 2012 (M12),adaptiveautomaton
47708,12.83,17.99,11.13,Birds of Paradise,Magic 2012 (M12),birdsofparadise
47710,0.67,0.69,0.29,Autumn's Veil,Magic 2012 (M12),autumnsveil
47637,0.55,1.29,0.42,Buried Ruin,Magic 2012 (M12),buriedruin
47212,0.21,0.35,0.15,Cancel,Magic 2012 (M12),cancel
47698,0.1,0.35,0.15,Deathmark,Magic 2012 (M12),deathmark
47201,1.21,1.49,0.61,Day of Judgment,Magic 2012 (M12),dayofjudgment
47689,0.11,0.49,0.15,Flashfreeze,Magic 2012 (M12),flashfreeze
47669,20.29,24.99,14.09,Grand Abolisher,Magic 2012 (M12),grandabolisher
47259,0.37,0.69,0.18,Llanowar Elves,Magic 2012 (M12),llanowarelves
47218,0.25,0.35,0.15,Negate,Magic 2012 (M12),negate
47629,4.43,6.99,4.15,Phantasmal Image,Magic 2012 (M12),phantasmalimage
47694,2.61,4.49,2.08,Ponder,Magic 2012 (M12),ponder
47249,0.04,0.35,0.15,Shock,Magic 2012 (M12),shock
47362,1.9,3.49,1.49,Brainstorm,Commander,brainstorm
47507,1.93,2.99,0.71,Buried Alive,Commander,buriedalive
47274,1.53,1.49,0.76,Chaos Warp,Commander,chaoswarp
46946,0.9,0.99,0.52,Command Tower,Commander,commandtower
47489,1.35,2.99,1.6500000000000001,Eternal Witness,Commander,eternalwitness
47456,2.56,3.49,2.29,Fellwar Stone,Commander,fellwarstone
47522,10.55,9.99,7.2,Flusterstorm,Commander,flusterstorm
47325,2.23,3.99,2.19,Path to Exile,Commander,pathtoexile
47528,0.39,0.99,0.37,Scavenging Ooze,Commander,scavengingooze
46942,1.84,2.79,1.74,Sol Ring,Commander,solring
46952,7.24,9.99,8.32,Stranglehold,Commander,stranglehold
47518,4.82,7.49,4.97,Windfall,Commander,windfall
39509,3.13,4.49,2.0300000000000002,Dismember,New Phyrexia,dismember
39521,3.99,4.99,3.34,Gitaxian Probe,New Phyrexia,gitaxianprobe
39528,5.18,8.49,4.17,Gut Shot,New Phyrexia,gutshot
39544,7.94,11.99,7.8100000000000005,Mindcrank,New Phyrexia,mindcrank
39543,8.62,10.99,6.86,Mental Misstep,New Phyrexia,mentalmisstep
39454,4.93,5.99,3.11,Phyrexian Metamorph,New Phyrexia,phyrexianmetamorph
39555,6.93,10.99,5.72,Noxious Revival,New Phyrexia,noxiousrevival
39423,11.03,16.99,9.25,Praetor's Grasp,New Phyrexia,praetorsgrasp
39452,4.19,4.99,2.07,Surgical Extraction,New Phyrexia,surgicalextraction
39593,5.61,8.49,4.67,Torpor Orb,New Phyrexia,torpororb
46826,,,,Knight of the Reliquary,Duel Decks: Knights vs. Dragons,knightofthereliquary
46871,15.5,15.99,12.09,Seething Song,Duel Decks: Knights vs. Dragons,seethingsong
39058,31.36,29.99,26.35,Consecrated Sphinx,Mirrodin Besieged,consecratedsphinx
39050,27.26,37.99,27.09,Green Sun's Zenith,Mirrodin Besieged,greensunszenith
39069,0.29,0.59,0.25,Phyrexian Revoker,Mirrodin Besieged,phyrexianrevoker
39139,0.42,0.99,0.32,Signal Pest,Mirrodin Besieged,signalpest
39101,0.35,0.69,0.25,Slagstorm,Mirrodin Besieged,slagstorm
38663,,,,Barbarian Ring,Premium Deck Series: Fire and Lightning,barbarianring
38681,,,,Lightning Bolt,Premium Deck Series: Fire and Lightning,lightningbolt
36340,2.09,2.99,1.82,Galvanic Blast,Scars of Mirrodin,galvanicblast
36237,2.98,2.79,1.01,Memnite,Scars of Mirrodin,memnite
36238,246.35,249.99,229.22,Mox Opal,Scars of Mirrodin,moxopal
36409,2.76,3.49,2.2600000000000002,Necrotic Ooze,Scars of Mirrodin,necroticooze
36957,0.29,0.79,0.27,Mishra's Factory,Duel Decks: Elspeth vs. Tezzeret,mishrasfactory
36970,1.61,2.29,0.91,Seat of the Synod,Duel Decks: Elspeth vs. Tezzeret,seatofthesynod
36979,1.54,2.29,1.56,Swords to Plowshares,Duel Decks: Elspeth vs. Tezzeret,swordstoplowshares
36756,,,,Aether Vial,From the Vault: Relics,aethervial
36767,,,,Sol Ring,From the Vault: Relics,solring
36765,,,,Mox Diamond,From the Vault: Relics,moxdiamond
35632,2.23,0.69,0.52,Autumn's Veil,Magic 2011 (M11),autumnsveil
35432,12.05,15.99,12.25,Birds of Paradise,Magic 2011 (M11),birdsofparadise
35610,0.07,0.35,0.15,Cancel,Magic 2011 (M11),cancel
35595,0.17,0.35,0.15,Deathmark,Magic 2011 (M11),deathmark
35586,1.69,1.29,0.67,Day of Judgment,Magic 2011 (M11),dayofjudgment
35597,0.24,0.35,0.15,Duress,Magic 2011 (M11),duress
35612,0.09,0.39,0.15,Flashfreeze,Magic 2011 (M11),flashfreeze
35567,0.86,1.49,0.51,Leyline of the Void,Magic 2011 (M11),leylineofthevoid
35436,0.36,0.69,0.2,Llanowar Elves,Magic 2011 (M11),llanowarelves
35427,1.15,2.29,0.66,Lightning Bolt,Magic 2011 (M11),lightningbolt
35403,0.15,0.49,0.15,Negate,Magic 2011 (M11),negate
35625,0.32,0.69,0.25,Ornithopter,Magic 2011 (M11),ornithopter
35529,0.63,1.79,0.41000000000000003,Preordain,Magic 2011 (M11),preordain
35652,0.29,0.35,0.19,Pyroclasm,Magic 2011 (M11),pyroclasm
35651,4.85,8.49,4.08,Pyretic Ritual,Magic 2011 (M11),pyreticritual
35573,31.43,32.99,27.57,Serra Ascendant,Magic 2011 (M11),serraascendant
35659,7.23,11.99,7.28,Silence,Magic 2011 (M11),silence
35627,3.73,5.99,2.6,Voltaic Key,Magic 2011 (M11),voltaickey
37202,1.39,3.99,1.44,Path to Exile,Archenemy,pathtoexile
37211,11.61,17.99,11.44,Reanimate,Archenemy,reanimate
37221,13.87,,11.5,Seething Song,Archenemy,seethingsong
37247,4.18,7.49,4.05,Thran Dynamo,Archenemy,thrandynamo
37261,0.33,0.99,0.33,Wall of Roots,Archenemy,wallofroots
34727,24.9,32.99,20.93,"Linvala, Keeper of Silence",Rise of the Eldrazi,linvalakeeperofsilence
34785,8.14,13.99,7.38,Training Grounds,Rise of the Eldrazi,traininggrounds
36853,4.56,5.49,3.74,Dark Ritual,Duel Decks: Phyrexia vs. the Coalition,darkritual
36848,4.66,6.49,3.75,Carrion Feeder,Duel Decks: Phyrexia vs. the Coalition,carrionfeeder
36911,4.73,5.99,3.5,Voltaic Key,Duel Decks: Phyrexia vs. the Coalition,voltaickey
34328,53.47,57.99,42.12,Amulet of Vigor,Worldwake,amuletofvigor
34359,0.52,0.69,0.2,Dispel,Worldwake,dispel
34405,1.26,1.29,0.6,Nature's Claim,Worldwake,naturesclaim
34423,1.71,0.69,0.41000000000000003,Ricochet Trap,Worldwake,ricochettrap
37691,9.78,15.99,9.4,Snuff Out,Duel Decks: Garruk vs. Liliana,snuffout
33252,38.03,44.99,33.61,Arid Mesa,Zendikar,aridmesa
33266,4.27,3.49,2.66,Bloodghast,Zendikar,bloodghast
33272,0.15,0.35,0.15,Cancel,Zendikar,cancel
33270,0.26,0.35,0.15,Burst Lightning,Zendikar,burstlightning
33265,20.0,27.99,14.58,Bloodchief Ascension,Zendikar,bloodchiefascension
33283,2.25,1.29,0.71,Day of Judgment,Zendikar,dayofjudgment
33294,1.42,3.99,1.0,Expedition Map,Zendikar,expeditionmap
33356,10.33,9.49,6.48,Lotus Cobra,Zendikar,lotuscobra
33369,15.46,20.99,13.13,Mindbreak Trap,Zendikar,mindbreaktrap
33372,38.12,47.99,37.160000000000004,Misty Rainforest,Zendikar,mistyrainforest
33365,32.42,44.99,27.73,Marsh Flats,Zendikar,marshflats
33417,41.55,54.99,39.87,Scalding Tarn,Zendikar,scaldingtarn
33433,0.5,0.49,0.26,Spell Pierce,Zendikar,spellpierce
33470,32.23,42.99,30.41,Verdant Catacombs,Zendikar,verdantcatacombs
37325,6.21,8.49,5.99,Beseech the Queen,Planechase,beseechthequeen
37351,4.93,6.49,3.9,Dark Ritual,Planechase,darkritual
37375,5.22,4.99,3.37,Great Furnace,Planechase,greatfurnace
37392,0.42,0.69,0.25,Lightning Helix,Planechase,lightninghelix
37430,1.5,2.29,0.91,Seat of the Synod,Planechase,seatofthesynod
32777,,,,Gifts Ungiven,From the Vault: Exiled,giftsungiven
32781,,,,Mystical Tutor,From the Vault: Exiled,mysticaltutor
32782,,,,Necropotence,From the Vault: Exiled,necropotence
32783,,,,Sensei's Divining Top,From the Vault: Exiled,senseisdiviningtop
32780,,,,Lotus Petal,From the Vault: Exiled,lotuspetal
32788,,,,Trinisphere,From the Vault: Exiled,trinisphere
32786,,,,Strip Mine,From the Vault: Exiled,stripmine
38347,,,,Birds of Paradise,Buy-A-Box Promos,birdsofparadise
38352,,,,Day of Judgment,Buy-A-Box Promos,dayofjudgment
190724,7.03,7.99,6.24,Flusterstorm,Buy-A-Box Promos,flusterstorm
91627,,,,Goblin Rabblemaster,Buy-A-Box Promos,goblinrabblemaster
151713,,,,Growing Rites of Itlimoc,Buy-A-Box Promos,growingritesofitlimoc
57662,,,,Gravecrawler,Buy-A-Box Promos,gravecrawler
228311,,,,Mana Confluence,Buy-A-Box Promos,manaconfluence
242407,,,,Sanctum Prelate,Buy-A-Box Promos,sanctumprelate
39441,,,,Surgical Extraction,Buy-A-Box Promos,surgicalextraction
594545,,,,Sol Ring,Buy-A-Box Promos,solring
32555,11.73,17.99,10.31,Birds of Paradise,Magic 2010 (M10),birdsofparadise
32565,0.1,0.35,0.15,Cancel,Magic 2010 (M10),cancel
32583,0.19,0.35,0.15,Deathmark,Magic 2010 (M10),deathmark
32598,0.18,0.39,0.15,Duress,Magic 2010 (M10),duress
32607,0.11,0.35,0.15,Essence Scatter,Magic 2010 (M10),essencescatter
32613,0.13,0.49,0.15,Flashfreeze,Magic 2010 (M10),flashfreeze
32656,1.62,2.49,0.52,Lightning Bolt,Magic 2010 (M10),lightningbolt
32660,0.27,0.69,0.23,Llanowar Elves,Magic 2010 (M10),llanowarelves
32682,0.18,0.39,0.15,Negate,Magic 2010 (M10),negate
32686,0.33,0.99,0.31,Ornithopter,Magic 2010 (M10),ornithopter
32692,0.57,0.99,0.48,Pithing Needle,Magic 2010 (M10),pithingneedle
32697,2.73,4.49,1.82,Ponder,Magic 2010 (M10),ponder
32701,0.2,0.39,0.18,Pyroclasm,Magic 2010 (M10),pyroclasm
32725,7.35,12.99,7.890000000000001,Silence,Magic 2010 (M10),silence
32748,6.55,9.49,5.61,Twincast,Magic 2010 (M10),twincast
79294,0.3,0.35,0.15,Cancel,Duels of the Planeswalkers,cancel
79299,0.34,0.35,0.17,Essence Scatter,Duels of the Planeswalkers,essencescatter
79304,0.39,0.49,0.2,Negate,Duels of the Planeswalkers,negate
79345,0.28,0.59,0.15,Shock,Duels of the Planeswalkers,shock
31768,1.43,2.29,0.53,Maelstrom Pulse,Alara Reborn,maelstrompulse
31822,7.17,11.99,8.08,Time Sieve,Alara Reborn,timesieve
31836,3.83,,3.17,Wargate,Alara Reborn,wargate
36805,5.03,5.49,4.08,Dark Ritual,Duel Decks: Divine vs. Demonic,darkritual
36810,0.25,0.49,0.25,Duress,Duel Decks: Divine vs. Demonic,duress
36807,69.02,89.99,73.46000000000001,Demonic Tutor,Duel Decks: Divine vs. Demonic,demonictutor
36835,1.55,0.59,0.88,Soot Imp,Duel Decks: Divine vs. Demonic,sootimp
28531,2.62,1.99,0.65,Exotic Orchard,Conflux,exoticorchard
28556,7.2,10.99,4.16,Kederekt Parasite,Conflux,kederektparasite
28557,2.13,2.29,1.52,Knight of the Reliquary,Conflux,knightofthereliquary
28585,2.57,3.49,1.61,Path to Exile,Conflux,pathtoexile
28579,13.47,17.99,10.69,Noble Hierarch,Conflux,noblehierarch
36998,2.42,3.49,1.85,Daze,Duel Decks: Jace vs. Chandra,daze
37015,2.57,6.49,,Gush,Duel Decks: Jace vs. Chandra,gush
37026,0.5,0.99,0.4,Mind Stone,Duel Decks: Jace vs. Chandra,mindstone
27601,21.91,20.99,10.42,Ad Nauseam,Shards of Alara,adnauseam
27629,0.06,0.35,0.15,Cancel,Shards of Alara,cancel
27666,5.66,5.99,4.11,Ethersworn Canonist,Shards of Alara,ethersworncanonist
27069,4.52,1.49,1.04,Banishing Knack,Eventide,banishingknack
27075,20.53,21.99,17.37,Bloom Tender,Eventide,bloomtender
27177,0.53,0.79,0.21,Patrol Signaler,Eventide,patrolsignaler
27205,1.72,0.69,0.71,Soot Imp,Eventide,sootimp
18572,5.18,6.49,4.5600000000000005,Beseech the Queen,Shadowmoor,beseechthequeen
18607,1.44,1.49,0.68,Devoted Druid,Shadowmoor,devoteddruid
18700,4.91,7.49,4.3,Manamorphose,Shadowmoor,manamorphose
17997,16.86,18.99,13.36,Idyllic Tutor,Morningtide,idyllictutor
18012,34.99,29.99,20.03,Maralen of the Mornsong,Morningtide,maralenofthemornsong
18020,0.59,1.49,0.2,Mothdust Changeling,Morningtide,mothdustchangeling
18023,8.77,9.99,4.25,Mutavault,Morningtide,mutavault
18024,0.27,0.35,0.2,Negate,Morningtide,negate
18055,54.72,69.99,47.93,Scapeshift,Morningtide,scapeshift
37734,0.3,0.69,0.28,Llanowar Elves,Duel Decks: Elves vs. Goblins,llanowarelves
15602,3.6,4.49,1.82,Ponder,Lorwyn,ponder
15638,0.88,0.99,0.29,Springleaf Drum,Lorwyn,springleafdrum
15657,16.33,27.99,14.84,Thousand-Year Elixir,Lorwyn,thousandyearelixir
15050,3.03,2.79,0.89,Battlefield Forge,10th Edition,battlefieldforge
15055,11.52,17.99,11.34,Birds of Paradise,10th Edition,birdsofparadise
15065,0.16,0.35,0.15,Cancel,10th Edition,cancel
15071,0.31,0.59,0.29,Chromatic Star,10th Edition,chromaticstar
15092,0.11,0.35,0.15,Deathmark,10th Edition,deathmark
15127,0.27,0.49,0.15,Flashfreeze,10th Edition,flashfreeze
15193,0.33,0.79,0.26,Llanowar Elves,10th Edition,llanowarelves
15195,3.12,6.49,2.93,Llanowar Wastes,10th Edition,llanowarwastes
15218,0.68,1.49,0.46,Mind Stone,10th Edition,mindstone
15237,0.72,1.79,0.7000000000000001,Ornithopter,10th Edition,ornithopter
15250,1.52,1.29,0.62,Pithing Needle,10th Edition,pithingneedle
15262,0.36,0.35,0.22,Pyroclasm,10th Edition,pyroclasm
15285,4.71,7.49,4.37,Root Maze,10th Edition,rootmaze
15298,1.56,3.99,2.6,Sculpting Steel,10th Edition,sculptingsteel
15310,2.79,5.99,2.91,Shivan Reef,10th Edition,shivanreef
15311,0.25,0.35,0.15,Shock,10th Edition,shock
15345,6.14,5.49,3.5700000000000003,Sulfurous Springs,10th Edition,sulfuroussprings
15353,1.03,0.79,0.46,Sylvan Scrying,10th Edition,sylvanscrying
15378,5.01,7.49,3.2800000000000002,Underground River,10th Edition,undergroundriver
15375,6.59,9.49,5.5,Twincast,10th Edition,twincast
15402,2.03,3.99,1.58,Yavimaya Coast,10th Edition,yavimayacoast
14850,2.0,0.99,0.8200000000000001,Aven Mindcensor,Future Sight,avenmindcensor
14877,4.87,5.99,4.73,Dryad Arbor,Future Sight,dryadarbor
14886,5.85,4.99,1.56,Fleshwrither,Future Sight,fleshwrither
14935,6.97,7.99,4.57,Magus of the Moon,Future Sight,magusofthemoon
14942,0.52,0.99,0.4,Molten Disaster,Future Sight,moltendisaster
14954,20.63,27.99,19.79,Pact of Negation,Future Sight,pactofnegation
14985,1.66,2.29,1.29,Slaughter Pact,Future Sight,slaughterpact
15001,7.96,9.99,4.99,Summoner's Pact,Future Sight,summonerspact
14707,0.23,0.39,0.15,Dead // Gone,Planar Chaos,deadgone
14741,7.77,13.99,8.33,Imp's Mischief,Planar Chaos,impsmischief
14809,3.16,4.49,3.11,Simian Spirit Guide,Planar Chaos,simianspiritguide
14830,59.4,84.99,58.27,"Urborg, Tomb of Yawgmoth",Planar Chaos,urborgtombofyawgmoth
14157,9.33,5.99,4.83,Angel's Grace,Time Spiral,angelsgrace
14175,0.09,0.35,0.15,Cancel,Time Spiral,cancel
14183,0.46,0.49,0.37,Chromatic Star,Time Spiral,chromaticstar
14244,50.65,84.99,52.97,Gemstone Caverns,Time Spiral,gemstonecaverns
14250,0.34,0.79,0.26,Grapeshot,Time Spiral,grapeshot
14311,10.56,15.99,10.09,Ophidian Eye,Time Spiral,ophidianeye
14362,0.62,1.29,0.3,Snapback,Time Spiral,snapback
14382,0.53,0.35,0.2,Sudden Shock,Time Spiral,suddenshock
14406,12.31,11.99,7.29,Trickbind,Time Spiral,trickbind
14418,5.45,5.99,3.7600000000000002,Vesuva,Time Spiral,vesuva
14598,4.41,6.49,2.94,Gemstone Mine,Timeshifted,gemstonemine
14669,0.56,1.49,0.4,Wall of Roots,Timeshifted,wallofroots
14017,9.6,10.99,5.88,Commandeer,Coldsnap,commandeer
14019,5.98,5.49,3.0700000000000003,Counterbalance,Coldsnap,counterbalance
14024,0.3,0.39,0.15,Deathmark,Coldsnap,deathmark
14032,0.4,0.49,0.25,Flashfreeze,Coldsnap,flashfreeze
14082,3.71,4.49,2.22,Mishra's Bauble,Coldsnap,mishrasbauble
14103,5.94,7.99,5.47,Rite of Flame,Coldsnap,riteofflame
14114,1.66,2.29,0.58,Snow-Covered Forest,Coldsnap,snowcoveredforest
14115,2.28,2.79,1.43,Snow-Covered Island,Coldsnap,snowcoveredisland
14118,1.72,1.29,0.45,Snow-Covered Swamp,Coldsnap,snowcoveredswamp
14116,1.32,1.49,0.65,Snow-Covered Mountain,Coldsnap,snowcoveredmountain
82377,1.31,,1.68,Brainstorm,Coldsnap Theme Deck Reprints,brainstorm
82392,4.51,6.49,3.87,Dark Ritual,Coldsnap Theme Deck Reprints,darkritual
82375,4.85,,4.55,Swords to Plowshares,Coldsnap Theme Deck Reprints,swordstoplowshares
82408,2.93,4.49,1.41,Tinder Wall,Coldsnap Theme Deck Reprints,tinderwall
13831,20.53,22.99,10.01,Blood Crypt,Dissension,bloodcrypt
13836,19.76,21.99,12.75,Breeding Pool,Dissension,breedingpool
13867,4.96,1.49,0.25,Ghost Quarter,Dissension,ghostquarter
13875,21.19,22.99,12.41,Hallowed Fountain,Dissension,hallowedfountain
13871,17.5,17.99,16.67,Grand Arbiter Augustin IV,Dissension,grandarbiteraugustiniv
13956,3.78,2.49,0.97,Spell Snare,Dissension,spellsnare
13699,16.33,18.99,11.46,Godless Shrine,Guildpact,godlessshrine
13726,3.94,3.99,0.75,Leyline of the Void,Guildpact,leylineofthevoid
13787,24.04,24.99,16.9,Steam Vents,Guildpact,steamvents
13790,14.2,17.99,9.370000000000001,Stomping Ground,Guildpact,stompingground
13807,0.33,0.39,0.16,Wild Cantor,Guildpact,wildcantor
13194,0.21,0.35,0.15,Auratouched Mage,Ravnica: City of Guilds,auratouchedmage
13200,13.77,18.99,12.05,Birds of Paradise,Ravnica: City of Guilds,birdsofparadise
13215,17.93,19.99,12.38,Breath of Fury,Ravnica: City of Guilds,breathoffury
13224,6.68,9.99,5.34,Chord of Calling,Ravnica: City of Guilds,chordofcalling
13241,2.41,2.79,0.63,Copy Enchantment,Ravnica: City of Guilds,copyenchantment
13253,0.23,0.35,0.15,Dimir House Guard,Ravnica: City of Guilds,dimirhouseguard
13265,0.57,0.79,0.23,Drift of Phantasms,Ravnica: City of Guilds,driftofphantasms
13259,2.63,2.49,1.21,Dizzy Spell,Ravnica: City of Guilds,dizzyspell
13270,2.66,3.99,2.27,Elves of Deep Shadow,Ravnica: City of Guilds,elvesofdeepshadow
13342,1.4,0.59,0.19,Lightning Helix,Ravnica: City of Guilds,lightninghelix
13359,1.66,2.99,1.6500000000000001,Muddle the Mixture,Ravnica: City of Guilds,muddlethemixture
13369,17.62,14.99,13.120000000000001,Overgrown Tomb,Ravnica: City of Guilds,overgrowntomb
13397,16.56,22.99,9.16,Sacred Foundry,Ravnica: City of Guilds,sacredfoundry
13417,1.64,0.79,0.36,Shred Memory,Ravnica: City of Guilds,shredmemory
13444,15.46,15.99,10.48,Temple Garden,Ravnica: City of Guilds,templegarden
13475,17.58,21.99,12.88,Watery Grave,Ravnica: City of Guilds,waterygrave
12579,3.75,2.49,1.68,Battlefield Forge,9th Edition,battlefieldforge
12588,6.91,11.99,7.04,Blood Moon,9th Edition,bloodmoon
12620,6.66,8.49,5.94,Defense Grid,9th Edition,defensegrid
12645,2.69,1.99,1.45,Fellwar Stone,9th Edition,fellwarstone
12720,0.35,0.69,0.25,Llanowar Elves,9th Edition,llanowarelves
12721,2.79,6.99,2.98,Llanowar Wastes,9th Edition,llanowarwastes
12756,0.75,1.79,0.66,Ornithopter,9th Edition,ornithopter
12774,0.22,0.39,0.25,Pyroclasm,9th Edition,pyroclasm
12819,4.08,5.49,2.82,Shivan Reef,9th Edition,shivanreef
12820,0.15,0.35,0.15,Shock,9th Edition,shock
12811,11.32,12.99,10.450000000000001,Seething Song,9th Edition,seethingsong
12826,0.41,0.49,0.17,Sleight of Hand,9th Edition,sleightofhand
12839,5.99,5.99,3.62,Sulfurous Springs,9th Edition,sulfuroussprings
12863,4.99,6.49,3.19,Underground River,9th Edition,undergroundriver
12895,2.17,4.99,2.18,Yavimaya Coast,9th Edition,yavimayacoast
12498,2.12,0.99,0.96,Oboro Breezecaller,Saviors of Kamigawa,oborobreezecaller
12509,4.35,3.49,1.44,Pithing Needle,Saviors of Kamigawa,pithingneedle
12554,7.14,9.99,5.94,Twincast,Saviors of Kamigawa,twincast
12249,13.49,,14.21,Disrupting Shoal,Betrayers of Kamigawa,disruptingshoal
12311,2.19,1.49,0.67,Mistblade Shinobi,Betrayers of Kamigawa,mistbladeshinobi
12356,0.66,0.59,0.15,Skullsnatcher,Betrayers of Kamigawa,skullsnatcher
12376,4.47,2.79,2.13,Throat Slitter,Betrayers of Kamigawa,throatslitter
11953,18.38,20.99,14.55,"Boseiju, Who Shelters All",Champions of Kamigawa,boseijuwhosheltersall
11981,27.55,39.99,20.740000000000002,Dosan the Falling Leaf,Champions of Kamigawa,dosanthefallingleaf
11976,5.72,7.99,4.18,Desperate Ritual,Champions of Kamigawa,desperateritual
11994,10.71,14.99,6.42,Forbidden Orchard,Champions of Kamigawa,forbiddenorchard
12001,9.33,7.99,5.21,Gifts Ungiven,Champions of Kamigawa,giftsungiven
12093,61.51,74.99,46.92,"Minamo, School at Water's Edge",Champions of Kamigawa,minamoschoolatwatersedge
12165,18.56,23.99,16.23,"Shinka, the Bloodsoaked Keep",Champions of Kamigawa,shinkathebloodsoakedkeep
12160,46.89,59.99,32.82,Sensei's Divining Top,Champions of Kamigawa,senseisdiviningtop
11783,0.49,0.69,0.22,Battered Golem,Fifth Dawn,batteredgolem
11787,5.61,5.99,3.12,Clock of Omens,Fifth Dawn,clockofomens
11774,3.66,2.79,1.04,Eternal Witness,Fifth Dawn,eternalwitness
11802,19.08,19.99,14.19,Grinding Station,Fifth Dawn,grindingstation
11816,11.98,12.99,8.28,Paradise Mantle,Fifth Dawn,paradisemantle
11608,4.69,5.49,2.82,Aether Vial,Darksteel,aethervial
11701,2.99,3.49,1.55,Blinkmoth Nexus,Darksteel,blinkmothnexus
11691,0.26,0.35,0.18,Reap and Sow,Darksteel,reapandsow
11660,29.56,54.99,30.95,Trinisphere,Darksteel,trinisphere
11352,0.32,0.59,0.15,Annul,Mirrodin,annul
11465,15.73,29.99,12.48,Chalice of the Void,Mirrodin,chaliceofthevoid
11467,176.05,159.99,149.89000000000001,Chrome Mox,Mirrodin,chromemox
11312,2.63,4.99,1.8900000000000001,Great Furnace,Mirrodin,greatfurnace
11535,0.93,2.79,0.36,Ornithopter,Mirrodin,ornithopter
11548,1.74,3.99,2.08,Sculpting Steel,Mirrodin,sculptingsteel
11310,1.12,1.99,0.62,Seat of the Synod,Mirrodin,seatofthesynod
11423,14.92,13.99,8.120000000000001,Seething Song,Mirrodin,seethingsong
11447,0.75,0.69,0.35000000000000003,Sylvan Scrying,Mirrodin,sylvanscrying
11563,4.49,3.99,2.56,Talisman of Indulgence,Mirrodin,talismanofindulgence
11564,1.29,0.99,0.53,Talisman of Progress,Mirrodin,talismanofprogress
11561,2.54,2.99,1.19,Talisman of Dominance,Mirrodin,talismanofdominance
10856,11.07,13.99,5.26,Brain Freeze,Scourge,brainfreeze
10885,4.78,5.49,3.63,Carrion Feeder,Scourge,carrionfeeder
11193,14.11,17.99,12.86,Birds of Paradise,8th Edition,birdsofparadise
11138,7.99,11.99,6.5200000000000005,Blood Moon,8th Edition,bloodmoon
11282,20.52,22.99,14.96,City of Brass,8th Edition,cityofbrass
11032,0.94,1.79,0.67,Curiosity,8th Edition,curiosity
11256,6.54,9.99,6.19,Defense Grid,8th Edition,defensegrid
11164,3.51,3.99,2.96,Obliterate,8th Edition,obliterate
11170,0.22,0.35,0.25,Pyroclasm,8th Edition,pyroclasm
