card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,ck_cal,ck_cal_pct,band,mp_market,productId
Restoration Magic,2.21,2.79,1.12,26.24434389140272,-49.32126696832579,2038.0,live,2.38824,8.06515837104073,$2-5,1.81,633737.0
"Kutzil, Malamet Exemplar",4.49,3.99,2.5,-11.135857461024498,-44.32071269487751,1842.0,live,3.4154400000000003,-23.932293986636967,$2-5,3.42,525618.0
Sacred Foundry,10.13,14.99,9.37,47.976307996051325,-7.502467917078001,1835.0,live,12.83144,26.667719644619936,$10-20,9.62,638912.0
Brain Freeze,3.15,4.99,2.8000000000000003,58.412698412698425,-11.1111111111111,1689.0,live,4.27144,35.60126984126985,$2-5,3.15,689149.0
Castle Doom,0.55,0.49,0.15,-10.90909090909092,-72.72727272727273,3071.0,live,0.41944,-23.73818181818183,$0-1,0.5,696674.0
Norman Osborn,17.64,18.99,17.6,7.653061224489783,-0.2267573696145076,1709.0,live,16.25544,-7.848979591836737,$10-20,,651332.0
Brotherhood Regalia,8.93,15.99,7.28,79.05935050391938,-18.477043673012314,1705.0,live,13.68744,53.274804031355,$5-10,,556324.0
Malevolent Rumble,0.34,0.99,0.15,191.17647058823525,-55.88235294117647,4635.0,live,0.84744,149.2470588235294,$0-1,0.3,553328.0
Hardened Academic,0.42,0.49,0.15,16.666666666666668,-64.28571428571429,2568.0,live,0.41944,-0.1333333333333345,$0-1,0.48,686540.0
Breeding Pool,9.52,15.99,9.25,67.9621848739496,-2.8361344537815083,1755.0,live,13.68744,43.77563025210085,$5-10,9.31,638910.0
Helping Hand,0.24,0.35,0.15,45.83333333333333,-37.5,2262.0,live,0.2996,24.83333333333333,$0-1,0.35,688861.0
Command Tower,0.34,0.99,0.25,191.17647058823525,-26.470588235294123,2424.0,live,0.84744,149.2470588235294,$0-1,0.25,687664.0
Kaya's Ghostform,1.94,3.99,1.37,105.67010309278352,-29.381443298969064,1770.0,live,3.4154400000000003,76.0536082474227,$1-2,,187181.0
Weftstalker Ardent,0.7,2.29,0.4,227.1428571428572,-42.85714285714285,2076.0,live,1.96024,180.03428571428572,$0-1,,641779.0
Springheart Nantuko,5.59,7.49,3.9,33.98926654740609,-30.23255813953488,1685.0,live,6.41144,14.694812164579607,$5-10,4.91,552859.0
Thraben Charm,0.33,0.59,0.15,78.78787878787877,-54.54545454545456,3676.0,live,0.5050399999999999,53.04242424242421,$0-1,0.31,552284.0
Abandoned Air Temple,5.99,9.99,5.73,66.7779632721202,-4.34056761268781,1805.0,live,8.55144,42.76193656093488,$5-10,5.51,662801.0
Firdoch Core,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,3026.0,live,0.41944,23.36470588235293,$0-1,0.36,671721.0
Great Hall of the Biblioplex,0.76,0.49,0.15,-35.526315789473685,-80.26315789473684,2748.0,live,0.41944,-44.81052631578948,$0-1,0.44,688085.0
"Ares, God of War",0.31,0.49,0.15,58.06451612903225,-51.61290322580645,2100.0,live,0.41944,35.30322580645161,$0-1,0.28,696626.0
Swords to Plowshares,1.69,2.49,1.37,47.3372781065089,-18.93491124260354,2211.0,live,2.13144,26.120710059171603,$1-2,1.34,624152.0
Ba Sing Se,4.2,6.49,3.59,54.52380952380952,-14.52380952380953,1824.0,live,5.55544,32.27238095238095,$2-5,3.95,662547.0
Doctor Doom,3.59,6.49,2.08,80.7799442896936,-42.06128133704736,1771.0,live,5.55544,54.747632311977725,$2-5,2.62,668462.0
Red Hulk (Borderless),0.25,0.35,0.15,39.99999999999999,-40.0,1902.0,live,0.2996,19.83999999999999,$0-1,,696663.0
Virulent Emissary,1.35,1.79,0.15,32.59259259259258,-88.8888888888889,2064.0,live,1.53224,13.499259259259254,$1-2,0.37,671053.0
Monstrous Rage,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,2323.0,live,0.2996,30.260869565217373,$0-1,0.19,688887.0
The Wind Crystal,6.23,8.49,5.15,36.2760834670947,-17.335473515248793,1589.0,live,7.26744,16.652327447833052,$5-10,5.48,633117.0
"Ral Zarek, Guest Lecturer",1.65,1.99,1.04,20.606060606060613,-36.96969696969696,1812.0,live,1.70344,3.238787878787888,$1-2,1.41,686538.0
Exotic Orchard,0.36,0.59,0.15,63.888888888888886,-58.333333333333336,2749.0,live,0.5050399999999999,40.28888888888888,$0-1,0.19,687675.0
Godless Shrine,8.64,12.99,7.52,50.34722222222221,-12.962962962962973,1709.0,live,11.11944,28.6972222222222,$5-10,8.47,638911.0
"Captain America, Wings of Freedom",0.34,0.49,0.15,44.11764705882352,-55.88235294117647,2182.0,live,0.41944,23.36470588235293,$0-1,0.19,696625.0
"Electro, Assaulting Battery",6.35,9.49,3.64,49.44881889763781,-42.677165354330704,1603.0,live,8.12344,27.928188976377967,$5-10,5.74,651337.0
Priest of Titania,0.56,1.29,0.35,130.35714285714283,-37.500000000000014,2516.0,live,1.10424,97.18571428571428,$0-1,0.61,541278.0
Ohran Frostfang,5.67,7.49,5.15,32.098765432098766,-9.171075837742498,1951.0,live,6.41144,13.07654320987654,$5-10,5.11,687548.0
Sol Ring,1.64,2.79,1.43,70.1219512195122,-12.804878048780486,2520.0,live,2.38824,45.62439024390245,$1-2,1.42,687542.0
Impact Tremors,2.7,4.99,2.49,84.81481481481481,-7.777777777777777,1615.0,live,4.27144,58.20148148148148,$2-5,2.76,512663.0
Land Tax,15.57,18.99,13.94,21.965317919075133,-10.468850353243422,1781.0,live,16.25544,4.402312138728322,$10-20,13.38,687438.0
Crop Rotation,3.57,4.49,3.12,25.770308123249315,-12.605042016806715,1610.0,live,3.84344,7.65938375350141,$2-5,3.67,688886.0
Pyretic Ritual,5.03,7.49,4.15,48.9065606361829,-17.495029821073555,1565.0,live,6.41144,27.464015904572552,$5-10,4.64,688919.0
The Fire Crystal,6.09,8.49,5.1000000000000005,39.4088669950739,-16.256157635467968,1558.0,live,7.26744,19.333990147783247,$5-10,5.82,633131.0
Mystic Remora,8.55,11.99,6.5600000000000005,40.23391812865496,-23.27485380116959,1629.0,live,10.26344,20.040233918128635,$5-10,,4815.0
Royal Treatment,0.26,0.35,0.15,34.615384615384606,-42.30769230769232,2159.0,live,0.2996,15.230769230769218,$0-1,0.2,688935.0
The Soul Stone,120.5,149.99,123.98,24.47302904564316,2.887966804979256,1503.0,live,128.39144000000002,6.548912863070553,$100-200,119.93,647302.0
Skycoach Conductor,0.35,0.49,0.15,40.00000000000001,-57.14285714285714,2283.0,live,0.41944,19.840000000000003,$0-1,,688971.0
The Darkness Crystal,4.65,5.99,4.0600000000000005,28.81720430107526,-12.688172043010749,1545.0,live,5.12744,10.26752688172042,$2-5,4.64,630862.0
Zombify,0.2,0.35,0.15,74.99999999999997,-25.000000000000007,2048.0,live,0.2996,49.79999999999998,$0-1,0.17,688948.0
"Dina, Essence Brewer (Borderless)",3.23,3.49,1.82,8.049535603715178,-43.65325077399381,1828.0,live,2.9874400000000003,-7.509597523219804,$2-5,,686628.0
Boomerang Basics,0.96,1.29,0.15,34.375000000000014,-84.375,2735.0,live,1.10424,15.025000000000016,$0-1,0.3,662084.0
Veil of Summer,3.87,6.49,2.99,67.70025839793283,-22.739018087855296,1589.0,live,5.55544,43.551421188630485,$2-5,3.0,689366.0
Deflecting Palm,3.14,2.79,1.97,-11.146496815286628,-37.261146496815286,1551.0,live,2.38824,-23.941401273885347,$2-5,2.45,689394.0
Malakir Rebirth,12.7,16.99,12.52,33.77952755905511,-1.4173228346456672,1568.0,live,14.54344,14.515275590551177,$10-20,,222103.0
Topiary Lecturer,0.28,0.35,0.15,24.999999999999982,-46.42857142857144,2261.0,live,0.2996,6.999999999999981,$0-1,0.15,689518.0
Agent Phil Coulson,0.33,0.49,0.15,48.48484848484848,-54.54545454545456,2083.0,live,0.41944,27.10303030303029,$0-1,0.17,696254.0
Harmonic Prodigy,3.39,5.49,3.11,61.94690265486725,-8.259587020648974,2076.0,live,4.69944,38.62654867256637,$2-5,3.15,687475.0
"Leader, Super-Genius",0.31,0.49,0.15,58.06451612903225,-51.61290322580645,2061.0,live,0.41944,35.30322580645161,$0-1,0.2,696273.0
The Eternity Elevator,2.48,3.49,1.56,40.72580645161291,-37.096774193548384,1827.0,live,2.9874400000000003,20.46129032258066,$2-5,2.26,641745.0
"Thanos, the Mad Titan",2.15,2.49,0.91,15.813953488372109,-57.67441860465116,1681.0,live,2.13144,-0.8632558139534843,$2-5,1.95,696328.0
Stirring Hopesinger,0.31,0.49,0.15,58.06451612903225,-51.61290322580645,2381.0,live,0.41944,35.30322580645161,$0-1,0.24,689077.0
Avatar's Wrath,4.43,5.99,3.11,35.21444695259595,-29.79683972911964,1698.0,live,5.12744,15.743566591422129,$2-5,3.74,661938.0
Magmakin Artillerist,0.26,1.29,0.15,396.1538461538462,-42.30769230769232,1795.0,live,1.10424,324.7076923076923,$0-1,0.24,616095.0
Sol Ring,1.96,2.79,1.49,42.3469387755102,-23.97959183673469,2321.0,live,2.38824,21.848979591836745,$1-2,1.62,687542.0
Rogue's Passage,0.4,0.79,0.36,97.5,-10.000000000000009,1889.0,live,0.6762400000000001,69.06000000000002,$0-1,0.4,590880.0
"Hawkeye, Young Avenger",0.28,0.59,0.15,110.71428571428568,-46.42857142857144,2450.0,live,0.5050399999999999,80.37142857142852,$0-1,0.18,697022.0
Basking Broodscale,0.2,0.35,0.15,74.99999999999997,-25.000000000000007,2430.0,live,0.2996,49.79999999999998,$0-1,0.19,552176.0
Nyxborn Hydra,0.3,0.39,0.15,30.00000000000001,-50.0,2642.0,live,0.33384,11.280000000000012,$0-1,0.22,552872.0
Starscape Cleric,0.74,1.99,0.33,168.91891891891893,-55.4054054054054,2073.0,live,1.70344,130.1945945945946,$0-1,0.68,559653.0
Withering Curse,0.99,1.29,0.5,30.303030303030308,-49.494949494949495,1767.0,live,1.10424,11.539393939393952,$0-1,0.99,686541.0
Vastlands Scavenger,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,2019.0,live,0.41944,23.36470588235293,$0-1,,689054.0
"Ironheart, Clever Champion",0.36,0.49,0.15,36.11111111111112,-58.333333333333336,2406.0,live,0.41944,16.51111111111111,$0-1,0.36,696655.0
Banner of Kinship,7.59,10.99,6.140000000000001,44.79578392621871,-19.10408432147561,1574.0,live,9.40744,23.94519104084321,$5-10,6.0,591203.0
Zuran Orb,3.09,2.79,1.97,-9.708737864077664,-36.24595469255663,1601.0,live,2.38824,-22.71067961165048,$2-5,,239837.0
"Krang, Utrom Warlord",22.7,23.99,21.47,5.6828193832599085,-5.4185022026431735,1477.0,live,20.53544,-9.535506607929523,$20-50,21.21,673653.0
Strike It Rich,2.14,2.79,2.02,30.37383177570093,-5.607476635514024,1961.0,live,2.38824,11.6,$2-5,2.43,240149.0
"Mister Fantastic, Reed Richards",0.31,0.39,0.15,25.80645161290323,-51.61290322580645,3112.0,live,0.33384,7.69032258064517,$0-1,0.25,696275.0
The Unbeatable Squirrel Girl (Borderless),13.79,13.99,11.43,1.450326323422778,-17.113850616388685,1445.0,live,11.97544,-13.158520667150098,$10-20,,696314.0
Demand Answers,0.39,1.49,0.19,282.05128205128204,-51.28205128205129,1862.0,live,1.27544,227.03589743589737,$0-1,0.4,529983.0
"Bitterthorn, Nissa's Animus",5.58,6.99,5.0,25.26881720430108,-10.394265232974911,1993.0,live,5.98344,7.230107526881717,$5-10,5.01,687570.0
Entish Restoration,3.14,4.49,2.87,42.99363057324841,-8.598726114649683,1507.0,live,3.84344,22.40254777070064,$2-5,3.21,499221.0
Unwind,1.16,1.99,1.01,71.55172413793105,-12.931034482758614,1745.0,live,1.70344,46.84827586206898,$1-2,1.19,164359.0
Angel's Grace,2.92,3.99,2.57,36.643835616438366,-11.986301369863018,1529.0,live,3.4154400000000003,16.967123287671246,$2-5,2.6,689148.0
Kozilek's Command,7.11,9.99,6.140000000000001,40.50632911392405,-13.64275668073136,2136.0,live,8.55144,20.27341772151897,$5-10,6.01,552839.0
The Water Crystal,3.3,4.99,2.75,51.21212121212123,-16.666666666666664,1512.0,live,4.27144,29.437575757575768,$2-5,3.35,633123.0
"Wolverine, Fierce Fighter (Borderless)",5.11,4.49,3.27,-12.133072407045011,-36.00782778864971,1495.0,live,3.84344,-24.785909980430528,$5-10,,696339.0
Windswept Heath,11.36,14.99,10.94,31.954225352112687,-3.6971830985915486,1690.0,live,12.83144,12.952816901408465,$10-20,11.3,541272.0
Curiosity,1.68,1.99,0.7000000000000001,18.45238095238096,-58.33333333333333,1648.0,live,1.70344,1.395238095238103,$1-2,0.71,509516.0
Fix What's Broken,0.28,0.49,0.15,74.99999999999997,-46.42857142857144,2054.0,live,0.41944,49.799999999999976,$0-1,0.29,689078.0
Epic Fight,0.36,0.49,0.15,36.11111111111112,-58.333333333333336,2023.0,live,0.41944,16.51111111111111,$0-1,0.27,697045.0
Waterlogged Teachings,0.38,0.99,0.15,160.52631578947367,-60.526315789473685,1824.0,live,0.84744,123.01052631578946,$0-1,,552646.0
Six,5.43,7.99,4.16,47.145488029465945,-23.388581952117857,1465.0,live,6.83944,25.95653775322284,$5-10,,552272.0
"Emeria, the Sky Ruin",5.19,8.49,4.8,63.583815028901725,-7.514450867052033,1783.0,live,7.26744,40.02774566473987,$5-10,4.78,687674.0
Into the Flood Maw,2.78,4.49,2.03,61.51079136690649,-26.97841726618705,1776.0,live,3.84344,38.25323741007196,$2-5,2.28,559137.0
"Chameleon, Master of Disguise",0.81,0.79,0.18,-2.469135802469138,-77.77777777777779,2026.0,live,0.6762400000000001,-16.513580246913577,$0-1,0.44,651988.0
Wistfulness,6.87,14.99,6.92,118.19505094614269,0.7278020378457034,1810.0,live,12.83144,86.77496360989811,$5-10,8.5,671525.0
Animate Dead,5.38,7.49,4.75,39.21933085501859,-11.710037174721188,1821.0,live,6.41144,19.17174721189591,$5-10,5.0,687375.0
Pick Your Poison,0.27,0.35,0.15,29.62962962962961,-44.44444444444445,2092.0,live,0.2996,10.962962962962948,$0-1,0.18,688893.0
Jet Medallion,11.7,16.99,10.46,45.21367521367521,-10.598290598290586,1432.0,live,14.54344,24.30290598290598,$10-20,10.83,552320.0
Goblin Anarchomancer,0.75,2.29,0.31,205.3333333333333,-58.66666666666666,1629.0,live,1.96024,161.36533333333333,$0-1,0.4,240412.0
"Chimil, the Inner Sun",10.36,9.49,8.84,-8.397683397683391,-14.671814671814667,1907.0,live,8.12344,-21.58841698841698,$10-20,8.25,671263.0
Seize the Spoils,0.24,0.35,0.15,45.83333333333333,-37.5,2127.0,live,0.2996,24.83333333333333,$0-1,0.26,687500.0
"Haliya, Guided by Light",1.8,4.99,1.53,177.22222222222223,-15.0,1823.0,live,4.27144,137.30222222222224,$1-2,1.91,641728.0
Origin of Metalbending,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,2244.0,live,0.2996,30.260869565217373,$0-1,0.18,661801.0
Urza's Incubator,18.86,19.99,17.87,5.991516436903495,-5.249204665959695,1456.0,live,17.111439999999998,-9.271261930010612,$10-20,20.04,553302.0
Enduring Tenacity,12.07,15.99,12.1,32.47721623860812,0.2485501242750568,1422.0,live,13.68744,13.40049710024855,$10-20,12.49,562746.0
Farewell,5.34,7.49,4.98,40.2621722846442,-6.741573033707855,1510.0,live,6.41144,20.06441947565543,$5-10,4.83,631183.0
Polluted Delta,19.77,27.99,18.97,41.578148710166914,-4.0465351542741566,1751.0,live,23.95944,21.19089529590288,$10-20,20.15,541274.0
Burst Lightning,0.29,0.35,0.15,20.6896551724138,-48.27586206896552,2376.0,live,0.2996,3.3103448275862064,$0-1,0.15,688866.0
Mystic Sanctuary,1.72,2.79,0.87,62.2093023255814,-49.41860465116279,1554.0,live,2.38824,38.851162790697686,$1-2,1.4,199417.0
Pongify,3.4,4.99,1.56,46.76470588235296,-54.11764705882353,1474.0,live,4.27144,25.630588235294127,$2-5,2.39,688725.0
Swan Song,9.86,13.99,0.26,41.88640973630833,-97.3630831643002,1662.0,live,11.97544,21.454766734279936,$5-10,,642791.0
South Wind Avatar,2.0,3.49,1.22,74.50000000000001,-39.0,1512.0,live,2.9874400000000003,49.372000000000014,$2-5,,673616.0
"Daredevil, Man Without Fear",0.33,0.49,0.15,48.48484848484848,-54.54545454545456,1785.0,live,0.41944,27.10303030303029,$0-1,0.24,696484.0
Ruby Medallion,13.79,18.99,11.44,37.70848440899202,-17.04133430021755,1516.0,live,16.25544,17.87846265409718,$10-20,11.92,552306.0
War Room,4.46,4.49,3.0500000000000003,0.6726457399103195,-31.614349775784746,2134.0,live,3.84344,-13.824215246636768,$2-5,,687578.0
The Dawning Archaic,1.31,1.49,0.62,13.740458015267173,-52.67175572519084,1603.0,live,1.27544,-2.638167938931309,$1-2,1.32,686545.0
Legion Leadership,0.39,1.29,0.15,230.7692307692308,-61.53846153846154,1999.0,live,1.10424,183.1384615384616,$0-1,,552649.0
Slumbering Trudge,0.49,0.59,0.15,20.40816326530612,-69.38775510204081,2260.0,live,0.5050399999999999,3.0693877551020288,$0-1,0.35,688826.0
Kami of Whispered Hopes,2.87,3.99,2.81,39.02439024390244,-2.0905923344947754,1864.0,live,3.4154400000000003,19.00487804878049,$2-5,2.69,687525.0
Sapphire Medallion,8.09,9.49,4.16,17.305315203955505,-48.57849196538936,1401.0,live,8.12344,0.4133498145859157,$5-10,,552286.0
Slime Against Humanity,1.82,3.99,0.93,119.23076923076924,-48.9010989010989,7730.0,live,3.4154400000000003,87.66153846153847,$1-2,1.8,534084.0
Baron Helmut Zemo,0.3,0.49,0.15,63.33333333333334,-50.0,2649.0,live,0.41944,39.81333333333333,$0-1,0.35,668461.0
"Gorma, the Gullet (Borderless)",2.01,1.99,0.78,-0.9950248756218804,-61.19402985074627,1523.0,live,1.70344,-15.251741293532325,$2-5,,687507.0
Mossborn Hydra,12.09,15.99,8.33,32.25806451612904,-31.100082712985937,1548.0,live,13.68744,13.212903225806455,$10-20,,589354.0
"Muddle, the Ever-Changing (Borderless)",1.05,0.99,0.5,-5.714285714285719,-52.38095238095239,1614.0,live,0.84744,-19.29142857142858,$1-2,,687511.0
Avengers Disassembled,0.78,2.79,0.45,257.6923076923077,-42.30769230769231,3449.0,live,2.38824,206.1846153846154,$0-1,0.75,696560.0
Molten Gatekeeper,0.21,0.59,0.15,180.95238095238096,-28.57142857142857,1957.0,live,0.5050399999999999,140.4952380952381,$0-1,0.22,553280.0
Generous Ent,2.93,3.99,2.57,36.177474402730375,-12.286689419795232,2729.0,live,3.4154400000000003,16.567918088737205,$2-5,3.04,498328.0
Flooded Strand,15.96,19.99,14.58,25.250626566416024,-8.646616541353389,1668.0,live,17.111439999999998,7.2145363408521135,$10-20,15.0,541276.0
Starting Town,7.85,10.99,7.81,40.00000000000001,-0.509554140127389,1678.0,live,9.40744,19.84,$5-10,8.4,631607.0
Snap,3.06,4.49,2.92,46.73202614379085,-4.575163398692815,1594.0,live,3.84344,25.60261437908497,$2-5,3.28,458224.0
Wooded Foothills,16.47,23.99,15.78,45.65877352762599,-4.189435336976318,1621.0,live,20.53544,24.68391013964784,$10-20,15.77,541277.0
Avengers Tower (Borderless),0.34,0.35,0.15,2.9411764705882213,-55.88235294117647,1916.0,live,0.2996,-11.882352941176483,$0-1,,696585.0
Pym Particles,0.34,0.59,0.15,73.52941176470587,-55.88235294117647,2688.0,live,0.5050399999999999,48.541176470588205,$0-1,0.95,696549.0
Scrawling Crawler,6.67,11.99,5.21,79.76011994003,-21.88905547226387,1425.0,live,10.26344,53.874662668665664,$5-10,,590879.0
Spelunking,3.92,3.99,3.23,1.785714285714293,-17.602040816326532,1540.0,live,3.4154400000000003,-12.871428571428565,$2-5,3.54,524416.0
Ghostly Prison,5.2,6.49,4.39,24.807692307692307,-15.576923076923086,1859.0,live,5.55544,6.83538461538461,$5-10,4.39,687413.0
Quantum Riddler,31.99,57.99,31.63,81.27539856205065,-1.125351672397623,1862.0,live,49.63944,55.17174116911536,$20-50,,641734.0
Vicious Rivalry,0.38,0.49,0.15,28.947368421052627,-60.526315789473685,2113.0,live,0.41944,10.378947368421048,$0-1,0.2,689087.0
Wastes,1.0,2.29,0.15,129.0,-85.0,4073.0,live,1.96024,96.024,$1-2,0.55,630905.0
Terramorphic Expanse,0.29,0.35,0.15,20.6896551724138,-48.27586206896552,2762.0,live,0.2996,3.3103448275862064,$0-1,0.15,687436.0
Secret Tunnel,2.95,3.99,1.3,35.25423728813559,-55.93220338983051,1520.0,live,3.4154400000000003,15.77762711864407,$2-5,,660740.0
The Scarlet Witch (Borderless),4.27,4.49,3.52,5.152224824355987,-17.56440281030444,1381.0,live,3.84344,-9.989695550351277,$2-5,,696305.0
"Tannuk, Memorial Ensign",0.46,1.29,0.15,180.43478260869568,-67.3913043478261,1609.0,live,1.10424,140.0521739130435,$0-1,0.37,638905.0
Gray Merchant of Asphodel,0.88,2.29,0.72,160.22727272727275,-18.181818181818183,2045.0,live,1.96024,122.75454545454544,$0-1,0.74,71021.0
Undergrowth Stadium,6.32,7.99,5.21,26.42405063291139,-17.563291139240512,1510.0,live,6.83944,8.218987341772142,$5-10,5.7,679638.0
Badgermole Cub,50.34,79.99,49.72,58.89948351211758,-1.2316249503377126,1574.0,live,68.47144,36.017957886372656,$50-100,47.02,660570.0
Bloodstained Mire,18.51,23.99,17.01,29.60561858454887,-8.103727714748784,1754.0,live,20.53544,10.942409508373832,$10-20,17.5,541275.0
City of Brass,12.17,16.99,10.09,39.60558751027114,-17.091207888249794,1670.0,live,14.54344,19.5023829087921,$10-20,10.48,679620.0
Honored Dreyleader,0.32,0.59,0.15,84.37499999999999,-53.125,1899.0,live,0.5050399999999999,57.82499999999997,$0-1,0.19,559634.0
Three Visits,5.3,6.99,4.94,31.8867924528302,-6.79245283018867,1612.0,live,5.98344,12.895094339622643,$5-10,5.0,687584.0
Tend the Pests,0.84,1.49,0.71,77.38095238095238,-15.476190476190476,1579.0,live,1.27544,51.83809523809523,$0-1,0.99,235947.0
Lightning Greaves,4.48,5.99,3.87,33.70535714285713,-13.616071428571436,1650.0,live,5.12744,14.451785714285704,$2-5,3.97,687611.0
Teacher's Pest,0.28,0.35,0.15,24.999999999999982,-46.42857142857144,2007.0,live,0.2996,6.999999999999981,$0-1,0.15,687493.0
"Michelangelo, Weirdness to 11",3.26,4.49,3.03,37.73006134969327,-7.05521472392638,1446.0,live,3.84344,17.89693251533744,$2-5,3.08,673569.0
Shifting Woodland,6.27,7.99,4.41,27.43221690590113,-29.66507177033492,1532.0,live,6.83944,9.08197767145136,$5-10,4.67,552727.0
Wisdom of Ages,0.31,0.49,0.15,58.06451612903225,-51.61290322580645,1680.0,live,0.41944,35.30322580645161,$0-1,0.15,686620.0
"Blech, Loafing Pest (Borderless)",2.4,1.99,0.98,-17.083333333333332,-59.16666666666666,1386.0,live,1.70344,-29.02333333333333,$2-5,,689060.0
Psychic Frog,5.67,8.49,4.39,49.73544973544974,-22.574955908289247,1875.0,live,7.26744,28.173544973544967,$5-10,5.0,541273.0
Jumbo Cactuar,4.44,5.99,2.85,34.909909909909906,-35.810810810810814,1418.0,live,5.12744,15.482882882882873,$2-5,,618858.0
Scurry Oak,2.51,3.49,1.23,39.04382470119524,-50.99601593625498,1536.0,live,2.9874400000000003,19.02151394422313,$2-5,1.5,239695.0
Bogwater Lumaret,0.27,0.35,0.15,29.62962962962961,-44.44444444444445,1990.0,live,0.2996,10.962962962962948,$0-1,0.15,686526.0
Dismember,2.51,3.49,1.92,39.04382470119524,-23.505976095617527,1462.0,live,2.9874400000000003,19.02151394422313,$2-5,2.08,688910.0
Island (0263) (Borderless),1.12,2.99,0.52,166.9642857142857,-53.57142857142857,3445.0,live,2.55944,128.52142857142854,$1-2,,638916.0
Doom Reigns Supreme,0.33,0.49,0.15,48.48484848484848,-54.54545454545456,1917.0,live,0.41944,27.10303030303029,$0-1,0.28,668473.0
Echoes of Eternity,2.35,2.49,0.53,5.957446808510643,-77.4468085106383,2303.0,live,2.13144,-9.300425531914897,$2-5,0.96,552173.0
